gene_id,gene,product,status,main,sub,path,ecpath,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,Length,organism,protein_id
ACZ81_RS05020,flgG,flagellar basal-body rod protein FlgG,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02392  flgG; flagellar basal-body rod protein FlgG,1233.7369934997153,-1.5113152995615193,0.42129708606604427,-2.400480167107022,0.016373578003512794,0.11656921627455671,treatment_long.term_vs_ref,786,HOT1A3,WP_014948598.1
ACZ81_RS05025,flgH,flagellar basal body L-ring protein FlgH,down,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02393  flgH; flagellar L-ring protein FlgH,848.8596194594509,-1.827666652470045,0.3684318335858766,-3.6035611785988175,3.1388682280954883e-4,0.00407845683630757,treatment_long.term_vs_ref,678,HOT1A3,WP_014948599.1
ACZ81_RS05030,ACZ81_RS05030,flagellar basal body P-ring protein FlgI,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02394  flgI; flagellar P-ring protein FlgI,718.0911497797206,-1.227065443115732,0.3486959225546211,-2.0850987811646737,0.037060334887822594,0.23123064731118473,treatment_long.term_vs_ref,1110,HOT1A3,WP_061484998.1
ACZ81_RS05035,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02395  flgJ; peptidoglycan hydrolase FlgJ,427.8654982495885,-1.0883195788998279,0.3301930837433439,-1.7817441002402201,0.0747909717568503,0.4055813440863907,treatment_long.term_vs_ref,948,HOT1A3,WP_061485000.1
ACZ81_RS05040,flgK,flagellar hook-associated protein FlgK,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02396  flgK; flagellar hook-associated protein 1,891.4405721101809,-0.8116546879233353,0.2040735822130669,-1.5271682132670474,0.12671918829162881,0.5974771788073565,treatment_long.term_vs_ref,2040,HOT1A3,WP_052247342.1
ACZ81_RS05045,flgL,flagellar hook-associated protein FlgL,down,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02397  flgL; flagellar hook-associated protein 3 FlgL,1413.3194255377882,-1.2249835249006844,0.18286332053580778,-3.9646197103739027,7.351304829641306e-5,0.001126151249583573,treatment_long.term_vs_ref,1221,HOT1A3,WP_061485002.1
ACZ81_RS05050,ACZ81_RS05050,hypothetical protein,no_significant,,,,,187.24857054490514,-0.45890695385654445,0.15179673249217485,-0,1,1,treatment_long.term_vs_ref,972,HOT1A3,WP_061485005.1
ACZ81_RS05055,ACZ81_RS05055,flagellin,down,09130 Environmental Information Processing // 09140 Cellular Processes // 09150 Organismal Systems // 09160 Human Diseases // 09180 Brite Hierarchies,09132 Signal transduction // 09142 Cell motility // 09151 Immune system // 09159 Environmental adaptation // 09171 Infectious disease: bacterial // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 02040 Flagellar assembly [PATH:ko02040] // 04621 NOD-like receptor signaling pathway [PATH:ko04621] // 04626 Plant-pathogen interaction [PATH:ko04626] // 05132 Salmonella infection [PATH:ko05132] // 05131 Shigellosis [PATH:ko05131] // 05134 Legionellosis [PATH:ko05134] // 02035 Bacterial motility proteins [BR:ko02035],"K02406  fliC, hag; flagellin",24177.339061520754,-4.070105668343702,0.4126689792621334,-8.651257661109337,5.093495669946654e-18,1.0011552643621444e-15,treatment_long.term_vs_ref,843,HOT1A3,WP_014975882.1
ACZ81_RS05060,ACZ81_RS05060,flagellin,down,09130 Environmental Information Processing // 09140 Cellular Processes // 09150 Organismal Systems // 09160 Human Diseases // 09180 Brite Hierarchies,09132 Signal transduction // 09142 Cell motility // 09151 Immune system // 09159 Environmental adaptation // 09171 Infectious disease: bacterial // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 02040 Flagellar assembly [PATH:ko02040] // 04621 NOD-like receptor signaling pathway [PATH:ko04621] // 04626 Plant-pathogen interaction [PATH:ko04626] // 05132 Salmonella infection [PATH:ko05132] // 05131 Shigellosis [PATH:ko05131] // 05134 Legionellosis [PATH:ko05134] // 02035 Bacterial motility proteins [BR:ko02035],"K02406  fliC, hag; flagellin",9144.594890333316,-4.026228145261411,0.38878261774641254,-9.069922327549708,1.191018883365094e-19,2.7582596140049267e-17,treatment_long.term_vs_ref,846,HOT1A3,WP_014975883.1
ACZ81_RS05065,ACZ81_RS05065,flagellin,down,09130 Environmental Information Processing // 09140 Cellular Processes // 09150 Organismal Systems // 09160 Human Diseases // 09180 Brite Hierarchies,09132 Signal transduction // 09142 Cell motility // 09151 Immune system // 09159 Environmental adaptation // 09171 Infectious disease: bacterial // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 02040 Flagellar assembly [PATH:ko02040] // 04621 NOD-like receptor signaling pathway [PATH:ko04621] // 04626 Plant-pathogen interaction [PATH:ko04626] // 05132 Salmonella infection [PATH:ko05132] // 05131 Shigellosis [PATH:ko05131] // 05134 Legionellosis [PATH:ko05134] // 02035 Bacterial motility proteins [BR:ko02035],"K02406  fliC, hag; flagellin",15404.096151192214,-3.274534120987156,0.3209089945008379,-8.64585963164679,5.340172860453399e-18,1.0011552643621444e-15,treatment_long.term_vs_ref,837,HOT1A3,WP_061485007.1
ACZ81_RS05070,ACZ81_RS05070,flagellar protein FlaG,down,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K06603  flaG; flagellar protein FlaG,6086.317865919166,-2.2327008800630996,0.26883582472470197,-6.445200827819175,1.1544744341460088e-10,5.899042568906379e-9,treatment_long.term_vs_ref,498,HOT1A3,WP_061485009.1
ACZ81_RS05075,fliD,flagellar filament capping protein FliD,down,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02407  fliD; flagellar hook-associated protein 2,21462.35300556103,-2.987677020823253,0.2898520075566397,-8.582576473399579,9.277141714284932e-18,1.5880046490930337e-15,treatment_long.term_vs_ref,1428,HOT1A3,WP_061485011.1
ACZ81_RS05080,fliS,flagellar export chaperone FliS,down,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02422  fliS; flagellar secretion chaperone FliS,1886.8852629452422,-2.62152794447544,0.227189745048693,-9.338132511310043,9.804815833834465e-21,2.7572542812718776e-18,treatment_long.term_vs_ref,426,HOT1A3,WP_014975887.1
ACZ81_RS05085,ACZ81_RS05085,hypothetical protein,down,,,,,480.945447581849,-2.931380383840002,0.25244681231272936,-9.631258012590886,5.900264535448957e-22,1.9740734741286755e-19,treatment_long.term_vs_ref,315,HOT1A3,WP_061485013.1
ACZ81_RS05090,ACZ81_RS05090,DUF115 domain-containing protein,down,,,,,1918.627308042419,-1.7760125953397543,0.21882683810188483,-5.831152185938218,5.504595113767176e-9,2.0838068233559012e-7,treatment_long.term_vs_ref,3360,HOT1A3,WP_061485015.1
ACZ81_RS05095,pseF,pseudaminic acid cytidylyltransferase,down,09100 Metabolism,09101 Carbohydrate metabolism // 09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520] // 00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],K15899  pseF; pseudaminic acid cytidylyltransferase [EC:2.7.7.81],1013.4930519871083,-2.5998756577976883,0.29588772178106243,-7.096866490970717,1.2761723092200907e-12,9.304241447036105e-11,treatment_long.term_vs_ref,693,HOT1A3,WP_061485017.1
ACZ81_RS05100,pseG,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase",down,09100 Metabolism,09101 Carbohydrate metabolism // 09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520] // 00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K15897  pseG; UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]",264.9850868699745,-1.6035262948761115,0.28406547714098074,-3.884760323509622,1.0243088702272149e-4,0.001499146476611355,treatment_long.term_vs_ref,1119,HOT1A3,WP_145912129.1
ACZ81_RS05105,ACZ81_RS05105,acetyltransferase,no_significant,,,,,256.44051202643703,-0.3114554284320194,0.18472389250320878,-0,1,1,treatment_long.term_vs_ref,642,HOT1A3,WP_039224837.1
ACZ81_RS05110,ACZ81_RS05110,hypothetical protein,no_significant,,,,,306.5366026243487,-0.45219446763676785,0.18171293731595267,-0,1,1,treatment_long.term_vs_ref,588,HOT1A3,WP_014975893.1
ACZ81_RS05115,ACZ81_RS05115,ketoacyl-ACP synthase III,down,09100 Metabolism // 09180 Brite Hierarchies,09103 Lipid metabolism // 09181 Protein families: metabolism,00061 Fatty acid biosynthesis [PATH:ko00061] // 01004 Lipid biosynthesis proteins [BR:ko01004],K00648  fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],2238.276593152998,-2.8706700968018195,0.38209919804368453,-6.204331516369177,5.492988521081591e-10,2.4574881599429803e-8,treatment_long.term_vs_ref,936,HOT1A3,WP_014975894.1
ACZ81_RS05120,ACZ81_RS05120,acyl carrier protein,down,09100 Metabolism,09103 Lipid metabolism // 09110 Biosynthesis of other secondary metabolites,00061 Fatty acid biosynthesis [PATH:ko00061] // 00998 Biosynthesis of various antibiotics [PATH:ko00998],K02078  acpP; acyl carrier protein,160.15167049212403,-2.2781385532104528,0.3332781343759886,-5.335299168485027,9.53871533795773e-8,2.8236031793638787e-6,treatment_long.term_vs_ref,225,HOT1A3,WP_014975895.1
ACZ81_RS05125,pseI,pseudaminic acid synthase,no_significant,09100 Metabolism,09101 Carbohydrate metabolism // 09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520] // 00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K15898  pseI, neuB3; pseudaminic acid synthase [EC:2.5.1.97]",958.7917349766078,-1.4594481545846614,0.3205218589648446,-2.993393828687033,0.002758934820406812,0.025923451999860667,treatment_long.term_vs_ref,1023,HOT1A3,WP_014975896.1
ACZ81_RS05130,pseC,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase",no_significant,,,,,324.64206014972854,-0.5609574361792765,0.2395577308681442,-0.2544582299989655,0.799141569871986,1,treatment_long.term_vs_ref,1167,HOT1A3,WP_039224844.1
ACZ81_RS05135,pseB,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",no_significant,09100 Metabolism,09101 Carbohydrate metabolism // 09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520] // 00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],"K15894  pseB, wbjB; UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]",1367.3017400391984,-1.0503229077929956,0.2260913217641893,-2.4340735570867076,0.014929960721182595,0.10864927053474285,treatment_long.term_vs_ref,999,HOT1A3,WP_061485020.1
ACZ81_RS05140,ACZ81_RS05140,flagellin,down,09130 Environmental Information Processing // 09140 Cellular Processes // 09150 Organismal Systems // 09160 Human Diseases // 09180 Brite Hierarchies,09132 Signal transduction // 09142 Cell motility // 09151 Immune system // 09159 Environmental adaptation // 09171 Infectious disease: bacterial // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 02040 Flagellar assembly [PATH:ko02040] // 04621 NOD-like receptor signaling pathway [PATH:ko04621] // 04626 Plant-pathogen interaction [PATH:ko04626] // 05132 Salmonella infection [PATH:ko05132] // 05131 Shigellosis [PATH:ko05131] // 05134 Legionellosis [PATH:ko05134] // 02035 Bacterial motility proteins [BR:ko02035],"K02406  fliC, hag; flagellin",10937.086424659516,-1.9368501822244701,0.37945985435129004,-3.786567052477406,1.5274289264604636e-4,0.0021709341817598717,treatment_long.term_vs_ref,798,HOT1A3,WP_061485022.1
ACZ81_RS05145,ACZ81_RS05145,sigma-54 dependent transcriptional regulator,no_significant,09130 Environmental Information Processing // 09140 Cellular Processes // 09180 Brite Hierarchies,09132 Signal transduction // 09145 Cellular community - prokaryotes // 09142 Cell motility // 09182 Protein families: genetic information processing // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 05111 Biofilm formation - Vibrio cholerae [PATH:ko05111] // 02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025] // 02040 Flagellar assembly [PATH:ko02040] // 03000 Transcription factors [BR:ko03000] // 02035 Bacterial motility proteins [BR:ko02035],"K10941  flrA, fleQ, flaK; sigma-54 dependent transcriptional regulator, flagellar regulatory protein",2997.2161407114954,-0.4529281422039368,0.14425225474857709,-0,1,1,treatment_long.term_vs_ref,1461,HOT1A3,WP_061485025.1
ACZ81_RS05150,ACZ81_RS05150,ATP-binding protein,no_significant,09130 Environmental Information Processing // 09140 Cellular Processes // 09180 Brite Hierarchies,09132 Signal transduction // 09145 Cellular community - prokaryotes // 09181 Protein families: metabolism // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 05111 Biofilm formation - Vibrio cholerae [PATH:ko05111] // 01001 Protein kinases [BR:ko01001] // 02022 Two-component system [BR:ko02022] // 02035 Bacterial motility proteins [BR:ko02035],"K10942  flrB, fleS, flaL; two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]",1645.3289314413498,-0.027681587631192297,0.46334113339547617,-0,1,1,treatment_long.term_vs_ref,1140,HOT1A3,WP_061485026.1
ACZ81_RS05155,ACZ81_RS05155,sigma-54 dependent transcriptional regulator,no_significant,09130 Environmental Information Processing // 09140 Cellular Processes // 09180 Brite Hierarchies,09132 Signal transduction // 09145 Cellular community - prokaryotes // 09142 Cell motility // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 05111 Biofilm formation - Vibrio cholerae [PATH:ko05111] // 02040 Flagellar assembly [PATH:ko02040] // 02022 Two-component system [BR:ko02022] // 02035 Bacterial motility proteins [BR:ko02035],"K10943  flrC, fleR, flaM; two-component system, response regulator FlrC",1270.2977141443903,-1.1090686818019304,0.28186011110253756,-2.160889951470849,0.030703841305133393,0.19816561183329534,treatment_long.term_vs_ref,1335,HOT1A3,WP_039224852.1
ACZ81_RS05160,fliE,flagellar hook-basal body complex protein FliE,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02408  fliE; flagellar hook-basal body complex protein FliE,810.3123000380925,1.0943914561480954,0.5478988881110456,1.0848561094864404,0.2779853898236652,1,treatment_long.term_vs_ref,333,HOT1A3,WP_014948630.1
ACZ81_RS05165,fliF,flagellar M-ring protein FliF,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02409  fliF; flagellar M-ring protein FliF,1004.4926578282996,0.38485781049620943,0.4711682899300498,0,1,1,treatment_long.term_vs_ref,1692,HOT1A3,WP_061485028.1
ACZ81_RS05170,fliG,flagellar motor switch protein FliG,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02030 Bacterial chemotaxis [PATH:ko02030] // 02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02410  fliG; flagellar motor switch protein FliG,969.0314698629669,-0.3511840832130431,0.20304441886117552,-0,1,1,treatment_long.term_vs_ref,1038,HOT1A3,WP_014975903.1
ACZ81_RS05175,fliH,flagellar assembly protein FliH,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02411  fliH; flagellar assembly protein FliH,274.6782991107807,-0.5345449225171859,0.1782067756772918,-0.19384741341003797,0.8462953605517329,1,treatment_long.term_vs_ref,780,HOT1A3,WP_061485030.1
ACZ81_RS05180,fliI,flagellar protein export ATPase FliI,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02412  fliI; flagellum-specific ATP synthase [EC:7.4.2.8],476.98531949118865,-0.2922892772480499,0.14550815941231668,-0,1,1,treatment_long.term_vs_ref,1332,HOT1A3,WP_014948634.1
ACZ81_RS05185,fliJ,flagellar export protein FliJ,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02413  fliJ; flagellar protein FliJ,59.142156929982065,0.12200332287169177,0.19931709175517448,0,1,1,treatment_long.term_vs_ref,444,HOT1A3,WP_061485032.1
ACZ81_RS05190,ACZ81_RS05190,flagellar hook-length control protein FliK,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02414  fliK; flagellar hook-length control protein FliK,888.6648444176495,-1.3547388716661009,0.2999310730718935,-2.8497843284854314,0.004374888341084662,0.03905654285453586,treatment_long.term_vs_ref,2313,HOT1A3,WP_061485034.1
ACZ81_RS05195,fliL,flagellar basal body-associated protein FliL,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02415  fliL; flagellar protein FliL,801.9951663501264,-0.6968842009892814,0.32310282119274153,-0.6093546328765524,0.5422894018279671,1,treatment_long.term_vs_ref,537,HOT1A3,WP_014948637.1
ACZ81_RS05200,fliM,flagellar motor switch protein FliM,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02030 Bacterial chemotaxis [PATH:ko02030] // 02040 Flagellar assembly [PATH:ko02040] // 02035 Bacterial motility proteins [BR:ko02035],K02416  fliM; flagellar motor switch protein FliM,1073.9928442350101,-0.8808467346960454,0.2689413799457522,-1.4160957111652563,0.15674748364128524,0.7020247202721225,treatment_long.term_vs_ref,1056,HOT1A3,WP_014948638.1
ACZ81_RS05205,fliN,flagellar motor switch protein FliN,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02030 Bacterial chemotaxis [PATH:ko02030] // 02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02417  fliN; flagellar motor switch protein FliN,490.51702483334134,-0.307377467239531,0.3105384929645932,-0,1,1,treatment_long.term_vs_ref,405,HOT1A3,WP_014948639.1
ACZ81_RS05210,fliO,flagellar biosynthetic protein FliO,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],"K02418  fliO, fliZ; flagellar protein FliO/FliZ",292.59963568303147,0.6461416052438737,0.2937987184522098,0.49742083972924306,0.6188923127283135,1,treatment_long.term_vs_ref,450,HOT1A3,WP_014948640.1
ACZ81_RS05215,fliP,flagellar type III secretion system pore protein FliP,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02419  fliP; flagellar biosynthesis protein FliP,196.56472188193933,0.2666619069658579,0.1869612849446686,0,1,1,treatment_long.term_vs_ref,753,HOT1A3,WP_061485036.1
ACZ81_RS05220,fliQ,flagellar biosynthesis protein FliQ,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02420  fliQ; flagellar biosynthesis protein FliQ,97.62184250217375,0.42916397151047203,0.23980255860601443,0,1,1,treatment_long.term_vs_ref,267,HOT1A3,WP_012517675.1
ACZ81_RS05225,fliR,flagellar type III secretion system protein FliR,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02421  fliR; flagellar biosynthesis protein FliR,84.78934103646263,0.2320212850706989,0.18969659636447309,0,1,1,treatment_long.term_vs_ref,777,HOT1A3,WP_014978604.1
ACZ81_RS05230,flhB,flagellar biosynthesis protein FlhB,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02401  flhB; flagellar biosynthesis protein FlhB,156.74683579851103,0.07208372582495044,0.16284122611865512,0,1,1,treatment_long.term_vs_ref,1122,HOT1A3,WP_039234246.1
ACZ81_RS05235,ACZ81_RS05235,D-Ala-D-Ala carboxypeptidase family metallohydrolase,no_significant,,,,,189.30495411250033,-0.1212921447428219,0.09754823894965678,-0,1,1,treatment_long.term_vs_ref,972,HOT1A3,WP_061485038.1
ACZ81_RS05240,ACZ81_RS05240,"L,D-transpeptidase family protein",no_significant,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002] // 01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],"K21470  ycbB; L,D-transpeptidase YcbB",217.7562664269228,-0.013627543157953186,0.2593291942359633,-0,1,1,treatment_long.term_vs_ref,1605,HOT1A3,WP_014975911.1
ACZ81_RS05245,flhA,flagellar biosynthesis protein FlhA,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02040 Flagellar assembly [PATH:ko02040] // 02044 Secretion system [BR:ko02044] // 02035 Bacterial motility proteins [BR:ko02035],K02400  flhA; flagellar biosynthesis protein FlhA,965.6202494903819,0.07822749029834747,0.3438600745854022,0,1,1,treatment_long.term_vs_ref,2097,HOT1A3,WP_039224872.1
ACZ81_RS05250,flhF,flagellar biosynthesis protein FlhF,no_significant,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],K02404  flhF; flagellar biosynthesis protein FlhF,3449.5559927248855,-1.0214408031646933,0.37908374890104146,-1.375529298410557,0.16896740891754247,0.7407847315237915,treatment_long.term_vs_ref,1407,HOT1A3,WP_061485040.1
ACZ81_RS05255,ACZ81_RS05255,MinD/ParA family protein,no_significant,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02035 Bacterial motility proteins [BR:ko02035],"K04562  flhG, fleN; flagellar biosynthesis protein FlhG",5032.588789690825,-0.869145735526547,0.3057081262918724,-1.2075103792763036,0.22723565029891846,0.9156369048333185,treatment_long.term_vs_ref,864,HOT1A3,WP_014948648.1
ACZ81_RS05260,ACZ81_RS05260,RNA polymerase sigma factor FliA,no_significant,09130 Environmental Information Processing // 09140 Cellular Processes // 09180 Brite Hierarchies,09132 Signal transduction // 09145 Cellular community - prokaryotes // 09142 Cell motility // 09182 Protein families: genetic information processing // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 05111 Biofilm formation - Vibrio cholerae [PATH:ko05111] // 02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025] // 02026 Biofilm formation - Escherichia coli [PATH:ko02026] // 02040 Flagellar assembly [PATH:ko02040] // 03021 Transcription machinery [BR:ko03021] // 02035 Bacterial motility proteins [BR:ko02035],"K02405  fliA, whiG; RNA polymerase sigma factor FliA",2663.1740076583337,-0.661794535990992,0.22617354635952688,-0.7153557018281989,0.47438927762246413,1,treatment_long.term_vs_ref,729,HOT1A3,WP_014948649.1
ACZ81_RS05265,cheY,chemotaxis response regulator CheY,no_significant,09130 Environmental Information Processing // 09140 Cellular Processes // 09180 Brite Hierarchies,09132 Signal transduction // 09142 Cell motility // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 02030 Bacterial chemotaxis [PATH:ko02030] // 02022 Two-component system [BR:ko02022] // 02035 Bacterial motility proteins [BR:ko02035],"K03413  cheY; two-component system, chemotaxis family, chemotaxis protein CheY",960.8667413963117,-0.039713856542186364,0.27994382342528523,-0,1,1,treatment_long.term_vs_ref,381,HOT1A3,WP_012517682.1
ACZ81_RS05270,ACZ81_RS05270,protein phosphatase CheZ,no_significant,09140 Cellular Processes // 09180 Brite Hierarchies,09142 Cell motility // 09183 Protein families: signaling and cellular processes,02030 Bacterial chemotaxis [PATH:ko02030] // 02035 Bacterial motility proteins [BR:ko02035],K03414  cheZ; chemotaxis protein CheZ,1708.6517824619018,-0.3469111424825109,0.15754725116818866,-0,1,1,treatment_long.term_vs_ref,753,HOT1A3,WP_014948650.1
ACZ81_RS05275,ACZ81_RS05275,chemotaxis protein CheA,no_significant,09130 Environmental Information Processing // 09140 Cellular Processes // 09180 Brite Hierarchies,09132 Signal transduction // 09142 Cell motility // 09181 Protein families: metabolism // 09183 Protein families: signaling and cellular processes,02020 Two-component system [PATH:ko02020] // 02030 Bacterial chemotaxis [PATH:ko02030] // 01001 Protein kinases [BR:ko01001] // 02022 Two-component system [BR:ko02022] // 02035 Bacterial motility proteins [BR:ko02035],"K03407  cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]",5261.646393241105,-1.0336647010735438,0.23798678929459122,-2.2424131299697843,0.02493468399214045,0.16728029898900604,treatment_long.term_vs_ref,2232,HOT1A3,WP_049588036.1
