gene_id,gene,product,status,main,sub,path,ecpath,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,Length,organism,protein_id
TX50_RS01670,minD,septum site-determining protein MinD,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing // 09183 Protein families: signaling and cellular processes,03036 Chromosome and associated proteins [BR:ko03036] // 04812 Cytoskeleton proteins [BR:ko04812],K03609  minD; septum site-determining protein MinD,987.7615315940059,-0.2695387594523522,0.14451773261607795,-0,1,1,treatment_long.term_vs_ref,813,MED4,WP_011131958.1
TX50_RS01675,TX50_RS01675,septum site-determining protein MinC,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing // 09183 Protein families: signaling and cellular processes,03036 Chromosome and associated proteins [BR:ko03036] // 04812 Cytoskeleton proteins [BR:ko04812],K03610  minC; septum site-determining protein MinC,51.64123887087754,-0.30962618236280515,0.2572110119303983,-0,1,1,treatment_long.term_vs_ref,660,MED4,WP_011131959.1
TX50_RS01680,TX50_RS01680,HD domain-containing protein,no_significant,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06885  K06885; uncharacterized protein,124.86684146432182,-0.7200441885854362,0.17722053269781224,-1.2416404873392675,0.2143692366183868,0.615233072276299,treatment_long.term_vs_ref,1257,MED4,WP_011131960.1
TX50_RS01685,TX50_RS01685,PDZ domain-containing protein,no_significant,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K03797  E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",2259.6971980163985,0.022643573542234917,0.16321184285965418,0,1,1,treatment_long.term_vs_ref,1287,MED4,WP_011131961.1
TX50_RS01690,TX50_RS01690,cytochrome b6,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09102 Energy metabolism // 09181 Protein families: metabolism,00195 Photosynthesis [PATH:ko00195] // 00194 Photosynthesis proteins [BR:ko00194],K02635  petB; cytochrome b6,7205.9939773996875,-0.5556408473364287,0.33525785995508733,-0.1659643336740341,0.8681850184659189,1,treatment_long.term_vs_ref,654,MED4,WP_011131962.1
TX50_RS01695,petD,cytochrome b6-f complex subunit IV,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09102 Energy metabolism // 09181 Protein families: metabolism,00195 Photosynthesis [PATH:ko00195] // 00194 Photosynthesis proteins [BR:ko00194],K02637  petD; cytochrome b6-f complex subunit 4,5639.828507729612,-0.7044100723982839,0.281953235350909,-0.724978637481788,0.46846513605386025,1,treatment_long.term_vs_ref,480,MED4,WP_011131963.1
TX50_RS01700,TX50_RS01700,glycoside hydrolase 100 family protein,no_significant,,,,,711.8038323510499,0.772084324867544,0.15768766437753237,1.7254635988273985,0.0844439583836311,0.2926338296135552,treatment_long.term_vs_ref,1434,MED4,WP_011131964.1
TX50_RS01730,TX50_RS01730,DNA-formamidopyrimidine glycosylase,down,09120 Genetic Information Processing // 09180 Brite Hierarchies,09124 Replication and repair // 09182 Protein families: genetic information processing,03410 Base excision repair [PATH:ko03410] // 03400 DNA repair and recombination proteins [BR:ko03400],"K10563  mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]",391.7969877587113,-1.5318162275256761,0.1876207968447303,-5.49947684306862,3.809197269307852e-8,6.662501638959205e-7,treatment_long.term_vs_ref,876,MED4,WP_011131965.1
TX50_RS01735,TX50_RS01735,photosystem I reaction center subunit IV,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09102 Energy metabolism // 09181 Protein families: metabolism,00195 Photosynthesis [PATH:ko00195] // 00194 Photosynthesis proteins [BR:ko00194],K02693  psaE; photosystem I subunit IV,291.31246803759444,-0.8171377104048125,0.2678359846091501,-1.1840743164799452,0.2363836459169977,0.6610185211615591,treatment_long.term_vs_ref,207,MED4,WP_011131966.1
TX50_RS01740,TX50_RS01740,LysM peptidoglycan-binding domain-containing protein,down,,,,,172.4267495093207,-1.8132482120114564,0.3332269231899886,-3.941002724028727,8.11417046336208e-5,7.521836019536648e-4,treatment_long.term_vs_ref,759,MED4,WP_011131967.1
TX50_RS01745,TX50_RS01745,aldehyde dehydrogenase family protein,down,09100 Metabolism // 09160 Human Diseases,09101 Carbohydrate metabolism // 09103 Lipid metabolism // 09105 Amino acid metabolism // 09106 Metabolism of other amino acids // 09108 Metabolism of cofactors and vitamins // 09109 Metabolism of terpenoids and polyketides // 09111 Xenobiotics biodegradation and metabolism // 09167 Endocrine and metabolic disease,"00010 Glycolysis / Gluconeogenesis [PATH:ko00010] // 00053 Ascorbate and aldarate metabolism [PATH:ko00053] // 00620 Pyruvate metabolism [PATH:ko00620] // 00071 Fatty acid degradation [PATH:ko00071] // 00561 Glycerolipid metabolism [PATH:ko00561] // 00280 Valine, leucine and isoleucine degradation [PATH:ko00280] // 00310 Lysine degradation [PATH:ko00310] // 00330 Arginine and proline metabolism [PATH:ko00330] // 00340 Histidine metabolism [PATH:ko00340] // 00380 Tryptophan metabolism [PATH:ko00380] // 00410 beta-Alanine metabolism [PATH:ko00410] // 00770 Pantothenate and CoA biosynthesis [PATH:ko00770] // 00981 Insect hormone biosynthesis [PATH:ko00981] // 00903 Limonene and pinene degradation [PATH:ko00903] // 00625 Chloroalkane and chloroalkene degradation [PATH:ko00625] // 04936 Alcoholic liver disease [PATH:ko04936]",K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],233.0594518276243,-1.4110039276784014,0.1860589759347091,-4.8963180792636765,9.764896240248354e-7,1.2839799737177622e-5,treatment_long.term_vs_ref,1389,MED4,WP_011131968.1
TX50_RS01750,TX50_RS01750,rhomboid family intramembrane serine protease,no_significant,,,,,4.114820263694297,-1.9195940599696144,0.7136751536562459,-1.9891319638870133,0.04668663907604727,0.17846810071544666,treatment_long.term_vs_ref,489,MED4,WP_225866781.1
TX50_RS01755,TX50_RS01755,GNAT family N-acetyltransferase,up,,,,,307.2276958729647,1.328743526151444,0.19735129808349755,4.199331517955408,2.6770413521531473e-5,2.83613409536682e-4,treatment_long.term_vs_ref,885,MED4,WP_011131970.1
TX50_RS01760,TX50_RS01760,DUF3104 domain-containing protein,up,,,,,108.31914869879235,2.1035092404910665,0.2112621525575798,7.590139649145286,3.195608941507015e-14,1.1616978387360794e-12,treatment_long.term_vs_ref,252,MED4,WP_011131971.1
TX50_RS01765,TX50_RS01765,hypothetical protein,no_significant,,,,,199.51017064617236,-0.8379048913659382,0.3021073369001489,-1.1184928338156213,0.26335656544991504,0.7180339299178566,treatment_long.term_vs_ref,432,MED4,WP_011131972.1
TX50_RS01770,TX50_RS01770,plastoquinol terminal oxidase,up,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K17893  AOX1, AOX2; ubiquinol oxidase [EC:1.10.3.11]",5682.994610950009,3.920783118338437,0.42693956912159575,8.012335622525002,1.1255021472798089e-15,4.8527464675738736e-14,treatment_long.term_vs_ref,507,MED4,WP_011131973.1
TX50_RS01775,TX50_RS01775,hypothetical protein,up,,,,,110.43507211329906,2.1417382247412022,0.23447357961708185,7.001804755240741,2.526860633691398e-12,7.80799935810642e-11,treatment_long.term_vs_ref,306,MED4,WP_011131974.1
TX50_RS01780,TX50_RS01780,hypothetical protein,up,09100 Metabolism,09101 Carbohydrate metabolism // 09107 Glycan biosynthesis and metabolism,00051 Fructose and mannose metabolism [PATH:ko00051] // 00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520] // 00541 O-Antigen nucleotide sugar biosynthesis [PATH:ko00541],K01840  manB; phosphomannomutase [EC:5.4.2.8],350.11742641985643,1.99080421212651,0.3787703162328926,3.9359056088488904,8.288354764278858e-5,7.645079469140798e-4,treatment_long.term_vs_ref,195,MED4,WP_036930939.1
TX50_RS01785,TX50_RS01785,TIGR03894 family protein,up,,,,,1105.6935043105639,0.9049813228073408,0.11361646814846106,3.564459707356484,3.646064528135432e-4,0.0027704113258865126,treatment_long.term_vs_ref,297,MED4,WP_011131975.1
TX50_RS01790,TX50_RS01790,hypothetical protein,down,,,,,812.8775786799462,-2.9665253076533977,0.36185817129213327,-6.816276384877147,9.343047067405293e-12,2.6245468580256686e-10,treatment_long.term_vs_ref,201,MED4,WP_036930938.1
TX50_RS01795,TX50_RS01795,"NAD(P)/FAD-dependent oxidoreductase",up,,,,,677.8235151799431,2.447354729073829,0.22208125521679772,8.768658692841068,1.8080720885647126e-18,1.0158077733936295e-16,treatment_long.term_vs_ref,1527,MED4,WP_036930937.1
TX50_RS01800,TX50_RS01800,hypothetical protein,no_significant,,,,,176.0689772893217,0.6310436081132587,0.16248843581395545,0.8064795962667756,0.4199663681348168,1,treatment_long.term_vs_ref,498,MED4,WP_011131977.1
TX50_RS01805,TX50_RS01805,Nif11-like leader peptide family natural product precursor,no_significant,,,,,153.35388181751475,0.7387396843130712,0.19197667421402806,1.2435869372698307,0.21365162625084774,0.6141242094094135,treatment_long.term_vs_ref,213,MED4,WP_011131978.1
TX50_RS01810,TX50_RS01810,hypothetical protein,up,,,,,336.4003102298343,2.0836446586272275,0.19257798780882263,8.223393943649231,1.9782370467750834e-16,8.945491426148792e-15,treatment_long.term_vs_ref,318,MED4,WP_036930935.1
TX50_RS01815,TX50_RS01815,hypothetical protein,no_significant,,,,,177.76185838327842,-0.335074124311469,0.18084549748833817,-0,1,1,treatment_long.term_vs_ref,405,MED4,WP_173027942.1
TX50_RS01820,TX50_RS01820,TatA/E family twin arginine-targeting protein translocase,no_significant,09120 Genetic Information Processing // 09130 Environmental Information Processing // 09180 Brite Hierarchies,"09123 Folding, sorting and degradation // 09131 Membrane transport // 09183 Protein families: signaling and cellular processes",03060 Protein export [PATH:ko03060] // 03070 Bacterial secretion system [PATH:ko03070] // 02044 Secretion system [BR:ko02044],K03116  tatA; sec-independent protein translocase protein TatA,261.47664328354637,-0.30131299967149516,0.19634751029115577,-0,1,1,treatment_long.term_vs_ref,288,MED4,WP_011131980.1
TX50_RS01825,TX50_RS01825,hypothetical protein,no_significant,,,,,77.68457619459662,0.1795184983903339,0.2572875687233086,0,1,1,treatment_long.term_vs_ref,237,MED4,WP_011131981.1
TX50_RS01830,TX50_RS01830,peroxiredoxin,no_significant,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K03564  BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]",397.4258822365335,0.5503039284802143,0.23136068506592444,0.217426432956319,0.8278760333638928,1,treatment_long.term_vs_ref,447,MED4,WP_011131982.1
TX50_RS01835,TX50_RS01835,DUF4090 family protein,no_significant,,,,,156.02936703635586,-1.2143117094272193,0.23501881906885938,-3.039380898335335,0.0023706491751039425,0.014270076528060746,treatment_long.term_vs_ref,270,MED4,WP_036930987.1
TX50_RS01840,TX50_RS01840,hypothetical protein,up,,,,,571.8726351814748,3.0556749494925364,0.2562940299648302,9.97165228485126,2.0282615460438142e-23,2.0891093924251286e-21,treatment_long.term_vs_ref,342,MED4,WP_011131984.1
TX50_RS01845,TX50_RS01845,hypothetical protein,up,,,,,23151.244513175094,4.583676130078704,0.3175596360555127,12.859556651478323,7.601138153886847e-38,3.523127534326554e-35,treatment_long.term_vs_ref,228,MED4,WP_225866761.1
TX50_RS01850,arfB,aminoacyl-tRNA hydrolase,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],K15034  yaeJ; ribosome-associated protein,38.63218220044034,0.8874913605373814,0.31070223268268726,1.2471470101507673,0.21234359845229844,0.6113121607617412,treatment_long.term_vs_ref,414,MED4,WP_011131986.1
TX50_RS01855,TX50_RS01855,DUF1651 domain-containing protein,no_significant,,,,,16.30057247855923,-0.09524453663970958,0.4071787940943575,-0,1,1,treatment_long.term_vs_ref,246,MED4,WP_011131987.1
TX50_RS01860,TX50_RS01860,hypothetical protein,no_significant,,,,,40.78569568994296,-0.06854080072645491,0.2581257047939147,-0,1,1,treatment_long.term_vs_ref,258,MED4,WP_011131988.1
TX50_RS01865,TX50_RS01865,CPBP family intramembrane metalloprotease,no_significant,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K07052  K07052; CAAX protease family protein,56.54561151296523,0.0036405029613401935,0.20589053310740774,0,1,1,treatment_long.term_vs_ref,876,MED4,WP_011131989.1
TX50_RS01870,TX50_RS01870,"alpha-1,2-fucosyltransferase",no_significant,,,,,159.25655075819537,-0.3519716237336152,0.25108272863531206,-0,1,1,treatment_long.term_vs_ref,831,MED4,WP_011131990.1
TX50_RS01875,TX50_RS01875,glycosyltransferase family 2 protein,no_significant,,,,,63.6355317687459,-0.35680537677501095,0.27631200772045467,-0,1,1,treatment_long.term_vs_ref,762,MED4,WP_036930932.1
TX50_RS01880,TX50_RS01880,hypothetical protein,no_significant,,,,,47.996030398086134,-0.44651069370181246,0.2604336752441394,-0,1,1,treatment_long.term_vs_ref,150,MED4,WP_225866762.1
TX50_RS01885,TX50_RS01885,DUF1330 domain-containing protein,no_significant,,,,,85.71919838087084,0.039738873505604726,0.18735471600183384,0,1,1,treatment_long.term_vs_ref,339,MED4,WP_011131992.1
TX50_RS01890,TX50_RS01890,hypothetical protein,no_significant,,,,,147.60715759292404,0.10764185090672763,0.18748222091176248,0,1,1,treatment_long.term_vs_ref,186,MED4,WP_036930930.1
TX50_RS01895,pip,prolyl aminopeptidase,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09105 Amino acid metabolism // 09181 Protein families: metabolism,00330 Arginine and proline metabolism [PATH:ko00330] // 01002 Peptidases and inhibitors [BR:ko01002],K01259  pip; proline iminopeptidase [EC:3.4.11.5],224.47005435454233,-1.1695721941606179,0.28680209925531225,-2.3346139930606378,0.019563594888952256,0.0849435712508606,treatment_long.term_vs_ref,945,MED4,WP_011131993.1
TX50_RS01900,TX50_RS01900,TenA family protein,no_significant,09100 Metabolism // 09180 Brite Hierarchies,09108 Metabolism of cofactors and vitamins // 09182 Protein families: genetic information processing,00730 Thiamine metabolism [PATH:ko00730] // 03000 Transcription factors [BR:ko03000],K03707  tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2],54.07610460899619,-0.48573667988264685,0.258388363593655,-0,1,1,treatment_long.term_vs_ref,621,MED4,WP_011131994.1
TX50_RS01905,thiD,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,no_significant,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K00941  thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],93.2436927350418,0.02677900499497716,0.1817272270102616,0,1,1,treatment_long.term_vs_ref,786,MED4,WP_011131995.1
TX50_RS01910,TX50_RS01910,cupin domain-containing protein,no_significant,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09705  K09705; uncharacterized protein,131.77785931133872,1.150162039221351,0.21735389435550082,2.9912601343040834,0.0027782870953842295,0.016456690973937257,treatment_long.term_vs_ref,462,MED4,WP_011131997.1
TX50_RS01915,TX50_RS01915,hypothetical protein,no_significant,,,,,46.041949485638376,0.4236690034126526,0.22055274529659596,0,1,1,treatment_long.term_vs_ref,375,MED4,WP_011131998.1
TX50_RS01920,TX50_RS01920,hypothetical protein,no_significant,,,,,1.7698538070342136,-0.8672156254299299,1.0687476531582032,-0.3435943221440433,0.7311513953034712,1,treatment_long.term_vs_ref,285,MED4,WP_036930928.1
TX50_RS01925,TX50_RS01925,winged helix DNA-binding protein,up,,,,,224.15982060801954,1.8961133605374914,0.23619863147455986,5.910759735658595,3.40533431643181e-9,6.78869873404793e-8,treatment_long.term_vs_ref,399,MED4,WP_011132000.1
TX50_RS01930,TX50_RS01930,hypothetical protein,up,,,,,26.72778906151276,1.82252530763498,0.38505386209610715,3.4346501563069265,5.9331925948251e-4,0.004247157942396038,treatment_long.term_vs_ref,180,MED4,WP_036930926.1
TX50_RS01935,TX50_RS01935,DUF3303 domain-containing protein,no_significant,,,,,831.6302228899517,0.009110993376968322,0.15685188584995,0,1,1,treatment_long.term_vs_ref,318,MED4,WP_011132001.1
TX50_RS01940,TX50_RS01940,DsrE family protein,up,,,,,448.7895171537128,1.372067228595717,0.17914652267179887,4.867899279258504,1.127907862578342e-6,1.4322884775481138e-5,treatment_long.term_vs_ref,375,MED4,WP_011132002.1
TX50_RS01945,TX50_RS01945,type-1 copper (blue) domain-containing protein,up,,,,,370.8519468415353,1.135250050803732,0.16227386993375384,3.914678629794584,9.052469877323669e-5,8.227097623802981e-4,treatment_long.term_vs_ref,402,MED4,WP_011132003.1
TX50_RS01950,TX50_RS01950,antibiotic biosynthesis monooxygenase,down,,,,,612.2173803861949,-1.445183726875358,0.20964564193388005,-4.508482590701592,6.5292925624312925e-6,7.472412599226924e-5,treatment_long.term_vs_ref,387,MED4,WP_011132004.1
TX50_RS01955,TX50_RS01955,DUF3303 domain-containing protein,no_significant,,,,,1629.2465373582752,0.01993736606662394,0.3270073470113001,0,1,1,treatment_long.term_vs_ref,306,MED4,WP_011132005.1
TX50_RS01960,TX50_RS01960,hypothetical protein,up,,,,,772.3284223016049,4.462395238477448,0.35969778207015635,11.015901225948102,3.203148306061209e-28,7.423296199296852e-26,treatment_long.term_vs_ref,183,MED4,WP_036930923.1
TX50_RS01965,TX50_RS01965,hypothetical protein,no_significant,,,,,72.41835216126763,1.7871884204772577,0.47255347603091824,2.7239000150599666,0.006451603472902625,0.03322575788544852,treatment_long.term_vs_ref,324,MED4,WP_036930922.1
TX50_RS01970,TX50_RS01970,ABC transporter substrate-binding protein,up,09100 Metabolism // 09130 Environmental Information Processing // 09180 Brite Hierarchies,09102 Energy metabolism // 09131 Membrane transport // 09183 Protein families: signaling and cellular processes,00910 Nitrogen metabolism [PATH:ko00910] // 02010 ABC transporters [PATH:ko02010] // 02000 Transporters [BR:ko02000],"K15576  nrtA, nasF, cynA; nitrate/nitrite transport system substrate-binding protein",30445.287953486328,3.489122118115479,0.32219974220418474,9.277233115292841,1.739366174323307e-20,1.1943647730353376e-18,treatment_long.term_vs_ref,1491,MED4,WP_225866782.1
TX50_RS01975,ntrB,nitrate ABC transporter permease,up,09100 Metabolism // 09130 Environmental Information Processing // 09180 Brite Hierarchies,09102 Energy metabolism // 09131 Membrane transport // 09183 Protein families: signaling and cellular processes,00910 Nitrogen metabolism [PATH:ko00910] // 02010 ABC transporters [PATH:ko02010] // 02000 Transporters [BR:ko02000],"K15577  nrtB, nasE, cynB; nitrate/nitrite transport system permease protein",4150.196521724544,2.466095870434719,0.4264063479160138,4.610850377916904,4.010251061024037e-6,4.766029145601644e-5,treatment_long.term_vs_ref,780,MED4,WP_011132008.1
TX50_RS01980,TX50_RS01980,ABC transporter ATP-binding protein,up,09100 Metabolism // 09130 Environmental Information Processing // 09180 Brite Hierarchies,09102 Energy metabolism // 09131 Membrane transport // 09183 Protein families: signaling and cellular processes,00910 Nitrogen metabolism [PATH:ko00910] // 02010 ABC transporters [PATH:ko02010] // 02000 Transporters [BR:ko02000],"K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]",598.0080823997528,2.0353406601794837,0.31414055807020613,4.887432140603621,1.021596906203487e-6,1.3318663427400339e-5,treatment_long.term_vs_ref,852,MED4,WP_011132009.1
TX50_RS01985,cynS,cyanase,no_significant,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],K01725  cynS; cyanate lyase [EC:4.2.1.104],4597.166166501103,1.7953423024570723,0.3875922832887489,3.342022940874875,8.317018649728834e-4,0.0057322500284748175,treatment_long.term_vs_ref,441,MED4,WP_011132010.1
TX50_RS01990,TX50_RS01990,TatA/E family twin arginine-targeting protein translocase,up,09120 Genetic Information Processing // 09130 Environmental Information Processing // 09180 Brite Hierarchies,"09123 Folding, sorting and degradation // 09131 Membrane transport // 09183 Protein families: signaling and cellular processes",03060 Protein export [PATH:ko03060] // 03070 Bacterial secretion system [PATH:ko03070] // 02044 Secretion system [BR:ko02044],K03116  tatA; sec-independent protein translocase protein TatA,15.986945927656786,2.852346305998497,0.6760860668897821,3.479359243150894,5.026143253244739e-4,0.003727387836606299,treatment_long.term_vs_ref,189,MED4,WP_011132011.1
TX50_RS01995,TX50_RS01995,hypothetical protein,no_significant,,,,,47.39521334075846,0.9537307292937548,0.6827611613921676,0.6645526356077228,0.5063366723140212,1,treatment_long.term_vs_ref,321,MED4,WP_011132012.1
TX50_RS02000,TX50_RS02000,LPS export ABC transporter periplasmic protein LptC,no_significant,,,,,393.66654005033325,-0.5116343098487186,0.2193293139409527,-0.05304493795047736,0.9576961027842573,1,treatment_long.term_vs_ref,366,MED4,WP_011132013.1
TX50_RS02005,TX50_RS02005,hypothetical protein,no_significant,,,,,379.82088825312087,-0.6073181095892785,0.14422262259080454,-0.7441142565668538,0.4568073550687842,1,treatment_long.term_vs_ref,261,MED4,WP_011132014.1
TX50_RS02010,TX50_RS02010,DUF3303 family protein,no_significant,,,,,631.7570895383664,-0.7002147033750566,0.2547355258194994,-0.7859708720680164,0.4318845519688012,1,treatment_long.term_vs_ref,270,MED4,WP_011132015.1
TX50_RS02015,TX50_RS02015,hypothetical protein,no_significant,,,,,74.87212746739759,-0.3762508027989849,0.20697765207260987,-0,1,1,treatment_long.term_vs_ref,183,MED4,WP_036930920.1
TX50_RS02020,TX50_RS02020,DUF3303 family protein,no_significant,,,,,230.66267749876323,0.29349185132592726,0.19256879553682676,0,1,1,treatment_long.term_vs_ref,279,MED4,WP_011132016.1
TX50_RS02025,TX50_RS02025,nuclear transport factor 2 family protein,no_significant,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09958  K09958; uncharacterized protein,96.66279439721333,1.3211781644720315,0.2522095096269201,3.2559365651467935,0.0011301899901933546,0.007591928412385795,treatment_long.term_vs_ref,465,MED4,WP_011132017.1
TX50_RS02030,TX50_RS02030,hypothetical protein,no_significant,,,,,57.288852839567596,-0.9113927126033221,0.2731120290043956,-1.5063148778287645,0.1319863606343737,0.4168700385283285,treatment_long.term_vs_ref,210,MED4,WP_036930919.1
TX50_RS02035,TX50_RS02035,hypothetical protein,no_significant,,,,,190.83138786248477,0.3834669360615042,0.41542558711551864,0,1,1,treatment_long.term_vs_ref,504,MED4,WP_011132019.1
TX50_RS02040,TX50_RS02040,hypothetical protein,no_significant,,,,,24.531456231139263,1.5967255482871632,0.4244988650912866,2.583577103442473,0.009778160825663296,0.04745735646800981,treatment_long.term_vs_ref,189,MED4,WP_036930917.1
TX50_RS02045,TX50_RS02045,SIMPL domain-containing protein,no_significant,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09797  K09797; uncharacterized protein,3161.64018189598,1.47675480872537,0.6146053867181603,1.589238932546617,0.1120064598679128,0.3665018730494154,treatment_long.term_vs_ref,780,MED4,WP_011132020.1
TX50_RS02050,TX50_RS02050,GIY-YIG nuclease family protein,no_significant,,,,,220.0656234619395,0.6325027527115931,0.19023310292170403,0.6965283679682628,0.4860979980818118,1,treatment_long.term_vs_ref,2487,MED4,WP_011132021.1
TX50_RS02055,TX50_RS02055,Eco57I restriction-modification methylase domain-containing protein,no_significant,,,,,235.91947299220212,1.1296012881270108,0.31278649128645486,2.0128787708750884,0.04412738442005145,0.17008767300369104,treatment_long.term_vs_ref,1488,MED4,WP_036930916.1
TX50_RS02060,TX50_RS02060,hypothetical protein,no_significant,,,,,14.022146588783697,0.3323233724106558,0.3904763246060796,0,1,1,treatment_long.term_vs_ref,642,MED4,WP_011132022.1
TX50_RS02070,TX50_RS02070,hypothetical protein,no_significant,,,,,24.540667933294664,-0.8417983297478918,0.29507204295915856,-1.158355519960936,0.24671898298032857,0.6827119320082525,treatment_long.term_vs_ref,216,MED4,WP_042116016.1
TX50_RS02085,aroQ,type II 3-dehydroquinate dehydratase,no_significant,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","K03786  aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]",518.7319497589793,0.021819010679688406,0.2110415473217509,0,1,1,treatment_long.term_vs_ref,438,MED4,WP_011132023.1
TX50_RS02090,TX50_RS02090,tRNA-(ms[2]io[6]A)-hydroxylase,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06169  miaE; tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69],294.33774417292005,-0.14428401182801195,0.1720718839989637,-0,1,1,treatment_long.term_vs_ref,606,MED4,WP_011132024.1
TX50_RS02095,cobI,precorrin-2 C(20)-methyltransferase,no_significant,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K03394  cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151],65.62136532980905,-0.14484227653299042,0.2303167454089655,-0,1,1,treatment_long.term_vs_ref,753,MED4,WP_011132025.1
TX50_RS02100,TX50_RS02100,DUF1823 family protein,no_significant,,,,,40.30184782671746,-0.07212910454239797,0.30284393711654717,-0,1,1,treatment_long.term_vs_ref,480,MED4,WP_011132026.1
TX50_RS02105,der,ribosome biogenesis GTPase Der,up,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K03977  engA, der; GTPase",477.0392814191785,1.7510849212461388,0.22664979986337097,5.519903048669435,3.391867510875671e-8,6.046656120349513e-7,treatment_long.term_vs_ref,1374,MED4,WP_011132027.1
TX50_RS02110,TX50_RS02110,energy-coupling factor transporter transmembrane protein EcfT,no_significant,09130 Environmental Information Processing // 09180 Brite Hierarchies,09131 Membrane transport // 09183 Protein families: signaling and cellular processes,02010 ABC transporters [PATH:ko02010] // 02000 Transporters [BR:ko02000],K16785  ecfT; energy-coupling factor transport system permease protein,62.25249727296087,0.7530431612247798,0.1947773795629732,1.2991403919312343,0.1938957534624856,0.567517508321369,treatment_long.term_vs_ref,912,MED4,WP_011132028.1
TX50_RS02115,TX50_RS02115,DUF3539 family protein,no_significant,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,K14518  pipX; PII interaction protein X,59.407677801988044,-0.20455221558781267,0.3038498999434269,-0,1,1,treatment_long.term_vs_ref,264,MED4,WP_011132029.1
TX50_RS02120,TX50_RS02120,YggS family pyridoxal phosphate-dependent enzyme,no_significant,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99985 Amino acid metabolism,"K06997  yggS, PROSC; PLP dependent protein",70.80839738678523,-0.6801368560111651,0.18623741088377407,-0.9672431288447404,0.33342250646233645,0.8561846634088253,treatment_long.term_vs_ref,636,MED4,WP_011132030.1
TX50_RS02125,TX50_RS02125,cell division protein SepF,no_significant,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K09772  sepF; cell division inhibitor SepF,3140.05757821502,-0.15760132534933352,0.17776623449340387,-0,1,1,treatment_long.term_vs_ref,573,MED4,WP_011132031.1
TX50_RS02130,proC,pyrroline-5-carboxylate reductase,no_significant,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00286  proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2],669.248245980211,-0.39115180259987525,0.22722411656003372,-0,1,1,treatment_long.term_vs_ref,804,MED4,WP_011132032.1
TX50_RS02135,TX50_RS02135,glycosyltransferase family 4 protein,no_significant,,,,,191.695500678569,-0.97890139463620085,0.15276656083359702,-3.1348574715761943,0.0017193762696631565,0.010879602743875401,treatment_long.term_vs_ref,1164,MED4,WP_011132033.1
