gene_id	gene	product	protein_id	old_locus_tag	A1A_S7	A1B_S8	A1C_S9	A2A_S10	A2B_S11	A2C_S12	A3A_S13	A3B_S14	A3C_S15	C1A_S16	C1B_S17	C1C_S18	C2A_60ng_S19	C2B_100ng_S20	C2B_60ng_S21	C2C_100ng_S22	C2C_60ng_S23	C3A_100ng_S24	C3A_60ng_S25	C3B_60ng_S26	C3C_100ng_S27	C3C_60ng_S28	C4A_S29	C4B_S30	C4C_S31	C5A_S32	C5B_S33	C5C_S34	Mock_S35	P6A_S1	P6B_S2	P6C_S3	P7A_S4	P7B_S5	P7C_S6
ACZ81_RS02020		TetR family transcriptional regulator	WP_061439236.1		1006	1909	1177	232	789	1850	778	1967	2495	832	601	167	679	838	494	356	262	508	435	543	357	334	305	425	215	473	329	298	0	0	0	0	0	0	0
ACZ81_RS02025		alpha/beta fold hydrolase	WP_014948047.1		301	698	231	75	698	501	352	1597	1725	142	46	81	523	373	253	73	49	265	174	88	179	173	264	146	82	231	366	215	16	0	0	0	0	0	0
ACZ81_RS02030		EAL domain-containing protein	WP_061439241.1		67	69	56	11	70	136	61	143	164	30	21	17	48	87	34	51	12	50	55	82	41	33	50	32	35	63	25	24	0	0	0	0	0	0	0
ACZ81_RS02035	argA	amino-acid N-acetyltransferase	WP_014975490.1		317	481	132	104	323	1022	403	955	1128	82	149	141	548	635	427	362	266	1356	746	479	1029	862	282	356	173	509	785	489	30	0	0	0	0	0	0
ACZ81_RS02040	argH	argininosuccinate lyase	WP_061439243.1		1155	1715	463	337	1087	3021	1164	2757	3788	434	477	516	2086	2200	1243	927	887	3031	1632	1161	2584	2107	768	1076	349	1366	2000	1549	121	0	0	0	0	0	0
ACZ81_RS02045		argininosuccinate synthase	WP_061439245.1		1960	2258	649	470	1332	2756	1690	3053	4241	645	615	630	2350	2085	1357	844	655	2787	1564	777	2473	1984	878	1125	277	1145	1773	1514	186	0	0	0	0	0	0
ACZ81_RS02050		ornithine carbamoyltransferase	WP_061439246.1		1841	1032	413	258	508	1310	917	1486	1971	291	203	247	930	1171	784	445	383	1269	736	385	913	818	417	469	150	583	883	714	79	0	0	0	0	1	0
ACZ81_RS02055	argB	acetylglutamate kinase	WP_039231060.1		1061	701	79	157	382	914	564	1226	1451	198	82	170	602	863	569	224	183	882	512	525	567	415	330	371	184	365	542	504	0	0	0	0	0	0	0
ACZ81_RS02060	argC	N-acetyl-gamma-glutamyl-phosphate reductase	WP_061486910.1		1688	870	50	308	616	1324	852	1175	1915	292	105	196	1132	1331	925	153	126	537	484	431	475	388	309	244	122	160	289	252	42	0	0	0	0	0	0
ACZ81_RS02065		methylglyoxal synthase	WP_014948054.1		857	475	445	199	480	1348	733	823	1214	347	234	174	411	742	413	335	284	544	464	810	396	403	307	345	362	224	263	179	27	0	0	0	0	0	0
ACZ81_RS02070		hypothetical protein	WP_061439247.1		234	301	186	22	81	205	128	225	335	71	36	44	141	112	53	120	82	58	57	135	68	40	34	31	29	45	43	30	0	0	0	0	0	0	0
ACZ81_RS02075		flagellar basal body L-ring protein FlgH	WP_014948056.1		8	7	7	6	15	36	29	12	36	0	5	1	48	12	18	1	2	34	16	2	10	5	1	5	3	4	3	19	0	0	0	0	0	0	0
ACZ81_RS02080		flagellar assembly protein T N-terminal domain-containing protein	WP_061439248.1		9	10	13	2	22	57	27	67	89	18	8	9	46	42	26	19	5	36	33	21	11	30	10	13	28	33	16	11	0	0	0	0	0	0	0
ACZ81_RS02085		Spy/CpxP family protein refolding chaperone	WP_061439250.1		694	1048	290	256	543	1093	442	1127	1878	322	194	182	988	728	361	337	251	493	378	313	420	345	321	323	93	330	412	342	90	0	0	0	0	0	0
ACZ81_RS02090		response regulator transcription factor	WP_039225152.1		332	332	205	102	180	435	245	534	523	159	105	65	409	302	207	191	114	296	238	347	157	134	139	150	136	219	239	168	18	0	0	0	0	0	0
ACZ81_RS02095		ATP-binding protein	WP_014948060.1		312	282	147	55	157	386	196	430	551	149	57	37	313	268	139	113	69	263	179	215	165	155	112	109	93	156	233	136	5	0	0	0	0	0	0
ACZ81_RS02100		alpha/beta fold hydrolase	WP_061439251.1		556	357	176	160	500	985	431	1095	1495	177	135	119	813	699	370	239	196	768	457	444	369	296	363	361	252	435	515	370	37	0	0	0	0	0	0
ACZ81_RS02105	trmL	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	WP_014948062.1		535	353	211	103	449	949	334	948	1175	169	197	138	729	441	345	245	175	552	390	406	328	260	257	213	166	370	457	420	0	0	0	0	0	0	0
ACZ81_RS02110		efflux RND transporter periplasmic adaptor subunit	WP_232362799.1		37	20	35	3	51	74	53	72	109	13	5	26	73	25	25	20	13	15	23	37	20	18	25	41	9	23	27	36	0	0	0	0	0	0	0
ACZ81_RS02115		MacB family efflux pump subunit	WP_061439253.1		71	111	45	42	106	192	139	177	320	36	44	43	142	100	115	50	67	118	78	157	65	65	77	110	78	80	98	104	0	1	0	0	0	0	0
ACZ81_RS02120		TolC family protein	WP_061439255.1		31	18	17	12	10	61	36	31	52	6	3	5	24	23	9	16	9	15	24	21	17	13	12	15	5	25	19	9	0	0	0	0	0	0	0
ACZ81_RS02125		IS110 family transposase	WP_061439262.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS02130		hypothetical protein	WP_014948066.1		835	770	439	97	262	712	911	1041	1129	559	70	118	823	489	347	259	205	575	624	1101	486	385	522	504	959	697	772	552	0	0	0	0	0	0	0
ACZ81_RS02135	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	WP_049588317.1		1299	1251	118	240	1141	1499	1245	2063	3114	211	126	205	4563	1524	1001	442	412	2120	1178	586	1006	834	734	711	161	1061	1322	944	496	0	0	0	0	0	0
ACZ81_RS02140	secB	protein-export chaperone SecB	WP_014948068.1		3128	3110	233	180	1452	1991	3088	3194	4160	431	191	237	4482	2050	1113	910	836	2586	1974	1320	1537	1249	1456	984	296	1108	1695	1238	4102	1	0	0	0	0	0
ACZ81_RS02145	grxC	glutaredoxin 3	WP_014948069.1		2404	2045	334	155	1064	1135	2533	2130	2011	310	115	137	1890	1173	806	663	609	1567	913	1520	757	573	616	443	418	716	969	748	1378	0	0	0	0	0	0
ACZ81_RS02150		rhodanese-like domain-containing protein	WP_014948070.1		479	567	218	114	611	761	891	2009	1234	149	57	111	1515	1049	665	588	411	1120	895	1785	604	553	678	545	1001	759	849	315	1095	1	0	0	0	0	0
ACZ81_RS02155		peptidoglycan DD-metalloendopeptidase family protein	WP_014948071.1		808	844	268	202	553	1049	580	1043	1243	258	214	182	714	642	434	370	223	612	513	952	519	412	483	427	449	410	447	364	32	0	0	0	0	0	0
ACZ81_RS02160		divergent polysaccharide deacetylase family protein	WP_061439265.1		157	182	57	55	124	240	212	297	230	37	5	40	94	98	82	45	53	111	117	218	124	104	81	104	125	145	98	68	21	0	0	0	0	0	0
ACZ81_RS02165		MerC domain-containing protein	WP_014948073.1		4208	3433	2884	819	2199	5115	3680	7349	4938	1661	976	951	1573	1898	1206	1532	1153	2356	1620	3389	1214	953	1477	1113	3023	1806	1878	1348	1591	0	0	0	0	0	0
ACZ81_RS02170		glycerophosphodiester phosphodiesterase	WP_231513028.1		155	214	65	38	204	472	278	360	705	81	88	74	377	283	143	84	83	334	233	255	189	145	179	192	159	226	211	195	0	0	0	0	0	0	0
ACZ81_RS02175		DMT family transporter	WP_014948075.1		205	161	48	27	203	478	175	510	781	67	55	126	488	206	113	73	86	408	239	186	134	136	163	140	58	304	343	298	19	0	0	0	0	0	0
ACZ81_RS02180	asd	archaetidylserine decarboxylase	WP_039231034.1		1409	870	317	205	1213	2447	1207	2997	3741	374	374	434	2375	1200	712	493	428	1675	1249	1280	982	730	965	893	516	1484	1772	1323	58	0	0	0	0	0	0
ACZ81_RS02185	rsgA	small ribosomal subunit biogenesis GTPase RsgA	WP_061439269.1		2672	2125	881	605	1616	3238	1651	3256	4837	922	685	721	2884	1906	1252	1029	784	2412	1877	2725	1462	1244	1630	1554	1379	1478	1837	1510	126	0	0	0	0	0	0
ACZ81_RS02190	orn	oligoribonuclease	WP_014975510.1		2293	1735	724	342	1018	2059	1416	2254	2178	646	383	399	1220	1319	807	807	661	1433	994	2692	717	699	832	661	1174	1137	1354	798	842	0	0	0	0	0	0
ACZ81_RS02205		TonB-dependent receptor	WP_014948080.1		1317	1377	267	301	1026	2608	1023	3181	3785	461	231	255	2259	2099	1397	300	259	2435	1631	1559	1260	1010	833	1806	648	1842	1984	1682	1585	0	0	0	0	0	0
ACZ81_RS02210	ltrA	group II intron reverse transcriptase/maturase	WP_061439274.1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACZ81_RS02215		DUF4442 domain-containing protein	WP_014975511.1		698	562	848	108	489	829	734	1488	1414	407	283	154	554	737	398	289	207	459	511	1072	349	294	357	260	471	292	330	227	51	0	0	0	0	0	0
ACZ81_RS02220		DUF413 domain-containing protein	WP_061486911.1		759	750	393	170	511	1361	914	1788	2039	285	224	121	1137	1119	825	656	401	728	583	2087	454	400	384	474	636	606	556	424	202	0	0	0	0	0	0
ACZ81_RS02225		acetolactate synthase 3 large subunit	WP_039225051.1		6032	5598	788	498	1592	2653	2639	7838	8200	1175	306	418	9943	10787	6299	1324	1017	2837	1495	1651	974	945	1679	1152	574	1180	3040	1251	3662	0	0	0	0	4	0
ACZ81_RS02230	ilvN	acetolactate synthase small subunit	WP_014975513.1		690	480	44	75	186	380	492	533	545	163	79	32	1402	1279	850	221	79	352	225	355	155	131	240	275	106	244	293	189	44	0	0	0	0	0	0
ACZ81_RS02235		hypothetical protein	WP_039225050.1		451	582	238	92	280	528	249	482	943	208	181	83	330	343	174	100	118	283	183	132	193	161	159	156	101	124	210	180	4	0	0	0	0	0	0
ACZ81_RS02240	tatA	Sec-independent protein translocase subunit TatA	WP_230633705.1		1134	935	431	215	378	1147	942	1500	1099	370	212	187	1014	999	621	641	482	840	925	2631	680	579	650	599	1664	694	614	495	357	0	0	0	0	0	0
ACZ81_RS02245	tatB	Sec-independent protein translocase protein TatB	WP_014948087.1		849	703	194	169	472	919	685	1080	953	201	188	185	892	705	451	469	370	853	649	1735	512	406	403	381	722	658	769	618	677	0	0	0	0	0	0
ACZ81_RS02250	tatC	twin-arginine translocase subunit TatC	WP_014948088.1		474	436	195	53	237	563	289	831	786	114	81	71	746	337	201	239	127	499	371	435	322	244	205	231	200	294	325	291	67	0	0	0	0	0	0
ACZ81_RS02255		hypothetical protein	WP_014948089.1		3286	3361	4611	375	1135	2686	1942	2648	2417	1373	1485	385	2507	1448	949	1193	931	2186	1203	2124	935	760	626	627	805	1137	1124	966	52	0	0	0	0	0	0
ACZ81_RS02260		TatD family hydrolase	WP_039225048.1		906	873	1280	178	442	1274	753	1000	1429	449	474	141	987	573	317	364	296	770	548	571	461	410	300	322	193	441	468	438	0	0	0	0	0	0	0
ACZ81_RS02265		sensor domain-containing diguanylate cyclase	WP_039225047.1		1939	1237	243	166	477	942	601	2034	1717	311	136	105	1357	788	477	198	150	374	287	258	304	225	219	172	178	276	411	187	59	0	0	2	0	0	0
ACZ81_RS02270	hemB	porphobilinogen synthase	WP_039225046.1		1012	780	151	113	544	851	612	1297	1938	136	148	144	2063	853	551	278	274	897	809	495	698	576	462	401	203	522	538	651	0	0	0	0	0	0	0
ACZ81_RS02275		hypothetical protein	WP_061439275.1		768	647	98	204	550	1554	615	1382	2401	241	191	227	1887	917	583	426	332	1054	738	973	664	589	548	645	451	587	722	638	165	0	0	0	0	0	0
ACZ81_RS02280	rhlB	ATP-dependent RNA helicase RhlB	WP_061439277.1		2328	2158	479	557	1999	4723	1640	5257	9318	771	680	612	7436	3252	1926	1031	762	3342	2246	1368	1853	1461	1708	1421	555	1734	2084	1739	2156	0	1	0	0	0	0
ACZ81_RS02285	trxA	thioredoxin TrxA	WP_012517074.1		3284	2926	557	507	2152	3576	4118	3896	4738	893	371	507	2116	2129	1406	1637	1074	2540	2073	3819	1977	1705	1406	1211	1170	1577	1701	1141	2544	0	0	0	0	0	0
ACZ81_RS02290	rho	transcription termination factor Rho	WP_014948094.1		1641	2350	555	487	3052	5256	2523	8785	13644	559	418	709	4812	3036	1972	1430	1138	4510	3274	2336	2612	2320	2286	2258	1058	3112	3921	3382	4506	0	0	0	0	0	0
ACZ81_RS02295		amidohydrolase	WP_061439278.1		723	968	184	242	945	1763	746	2205	3371	330	197	255	2485	1924	1213	537	436	1545	1365	848	1205	900	963	976	418	827	1019	752	38	0	0	0	0	0	0
ACZ81_RS02300		ATP-binding protein	WP_061439280.1		493	400	109	115	309	803	418	721	853	144	121	97	810	416	363	161	132	581	362	392	330	295	293	261	180	284	322	341	6	0	0	0	0	0	0
ACZ81_RS02305	nhaA	Na+/H+ antiporter NhaA	WP_014948097.1		9771	10338	17281	1653	3813	11472	9364	11440	16004	8743	8293	5240	4366	4282	2765	2676	1881	7618	5508	6362	3650	3100	1885	1826	2258	2883	2968	3281	0	0	0	0	0	0	0
ACZ81_RS02310	purE	5-(carboxyamino)imidazole ribonucleotide mutase	WP_014948098.1		975	946	493	238	903	1285	918	2542	3065	317	164	210	3050	1218	921	448	337	2036	1268	690	844	745	867	443	507	804	1326	692	316	0	0	0	0	0	0
ACZ81_RS02315		5-(carboxyamino)imidazole ribonucleotide synthase	WP_061439282.1		2267	2045	418	392	1857	3146	1416	4397	6128	739	245	507	9317	3192	1914	745	545	4027	2355	1475	1677	1259	1370	878	508	1522	2364	1478	785	0	0	0	0	0	0
ACZ81_RS02325		copper chaperone PCu(A)C	WP_061439284.1		893	714	259	135	560	931	704	1569	2233	204	158	194	1274	778	529	344	217	576	655	801	520	445	533	495	391	448	464	361	73	0	0	0	0	0	0
ACZ81_RS02330		DNA starvation/stationary phase protection protein	WP_014948101.1		291529	184525	61749	7466	13648	12864	4631	6177	8964	14293	1669	8509	18876	10840	6946	8704	7274	3769	2483	3296	2360	1844	28751	8876	17414	4032	25959	13591	684	0	0	0	0	0	0
ACZ81_RS02335		PQQ-dependent sugar dehydrogenase	WP_061439286.1		8829	3287	2554	291	1030	2135	1065	2118	3744	712	514	370	5887	1510	1100	637	609	1654	1308	1367	995	855	1176	777	601	952	1439	1064	0	0	0	0	0	0	0
ACZ81_RS02340		S9 family peptidase	WP_061439288.1		587	758	243	216	712	2119	732	1667	2708	274	341	583	1334	790	535	346	304	1637	1083	662	1455	1229	794	859	303	792	1068	947	2	0	0	0	0	0	0
ACZ81_RS02345		DUF962 domain-containing protein	WP_014948104.1		799	724	312	158	455	1469	591	962	1447	433	363	329	493	521	381	277	202	541	351	542	348	281	352	348	233	379	424	422	0	0	0	0	0	0	0
ACZ81_RS02350	trxA	thioredoxin	WP_061439290.1		787	1306	216	217	714	981	987	1308	1965	195	100	102	1417	855	498	342	264	660	477	404	465	385	331	345	200	445	509	392	8	0	0	0	0	0	0
ACZ81_RS02355		hypothetical protein	WP_061439296.1		3914	5835	3394	855	2008	5957	3876	5299	7824	2102	1618	607	1848	2604	1788	1791	1475	2496	2219	4174	1683	1358	1274	1712	2133	1802	1281	1654	14	1	0	0	0	0	0
ACZ81_RS02360		aminotransferase class V-fold PLP-dependent enzyme	WP_061439298.1		2121	2091	749	380	1420	2784	1392	3285	5251	740	640	493	5605	2457	1571	1423	1088	2606	1706	2396	1395	1150	1916	1576	1424	2139	2063	2182	0	0	0	0	0	0	0
ACZ81_RS02365		DUF2065 domain-containing protein	WP_014948108.1		75	79	8	2	105	144	79	105	347	37	21	17	291	113	53	38	32	69	75	58	44	65	109	62	21	69	51	86	0	0	0	0	0	0	0
ACZ81_RS02370		adenylosuccinate synthase	WP_014948109.1		1919	3052	1395	857	5197	7521	4726	13752	18031	1118	378	641	14512	6982	4532	2304	1916	10244	5867	6594	3997	3340	3797	2365	2530	4512	6660	2776	21982	0	0	0	0	0	0
ACZ81_RS02375		aldehyde dehydrogenase family protein	WP_061439300.1		3181	4704	1050	677	2632	5490	3641	5907	9671	991	1059	853	6571	3329	2053	1736	1298	4612	3428	2342	3197	2625	1827	2157	721	2158	2196	2490	136	0	1	0	0	0	0
ACZ81_RS02380		VOC family protein	WP_061439302.1		873	1226	311	287	797	1878	1218	2028	3142	345	299	281	1901	1006	569	632	536	1517	925	1049	900	814	492	603	356	732	868	766	46	0	0	0	0	0	0
ACZ81_RS02385		PepSY domain-containing protein	WP_232375985.1		126	57	111	34	31	106	93	111	124	48	40	23	62	59	27	42	34	49	41	75	41	56	24	20	58	31	18	28	0	0	0	0	0	0	0
ACZ81_RS02390		NYN domain-containing protein	WP_014948113.1		208	287	93	50	96	230	137	297	375	65	72	82	170	132	112	116	71	177	160	169	83	111	85	92	150	92	124	85	12	0	0	0	0	0	0
ACZ81_RS02395	ggt	gamma-glutamyltransferase	WP_061439304.1		399	415	64	141	327	953	360	844	1013	201	126	259	738	417	344	377	194	844	500	451	683	532	360	456	300	404	709	514	17	0	0	0	0	0	0
ACZ81_RS02400		sodium:proton antiporter	WP_014975536.1		432	427	128	97	399	1204	522	943	1277	161	178	163	587	607	377	359	215	848	501	834	437	317	318	334	376	404	546	398	34	0	0	0	0	0	0
ACZ81_RS02405		beta-hexosaminidase	WP_061439306.1		203	249	103	39	163	465	240	446	678	86	49	110	452	228	141	90	101	223	260	201	204	138	139	93	90	147	216	153	9	0	0	0	0	0	0
ACZ81_RS02410		mechanosensitive ion channel	WP_061439308.1		86	88	49	30	99	183	66	207	167	45	22	43	111	119	50	60	37	114	58	54	61	45	39	35	17	52	47	45	32	0	0	0	0	0	0
ACZ81_RS02415		DUF1343 domain-containing protein	WP_061439309.1		82	77	24	19	96	240	78	143	242	22	45	25	251	80	80	41	40	133	111	123	88	76	76	66	59	55	66	52	14	0	0	0	0	0	0
ACZ81_RS02420	murQ	N-acetylmuramic acid 6-phosphate etherase	WP_081106055.1		184	140	48	40	207	312	168	432	679	23	22	26	432	194	125	94	69	275	250	244	175	146	128	121	46	133	159	114	0	0	0	0	0	0	0
ACZ81_RS02425	alr	alanine racemase	WP_061439312.1		956	924	327	221	1182	2126	920	2133	3043	450	339	405	1804	959	654	487	358	1480	1029	1109	898	761	830	609	472	793	993	783	27	0	0	0	0	0	0
ACZ81_RS02430		YitT family protein	WP_061439314.1		139	183	69	12	173	247	132	362	339	70	51	98	1970	134	82	55	42	282	172	119	191	185	197	98	55	227	267	147	23	0	0	0	0	0	0
ACZ81_RS02435		hypothetical protein	WP_207198714.1		257	312	136	78	269	726	335	553	544	126	81	152	355	340	142	137	96	280	147	349	124	72	99	85	125	143	156	132	0	0	0	0	0	0	0
ACZ81_RS02440		VOC family protein	WP_014948123.1		391	453	186	77	340	1041	307	751	1037	152	171	210	492	164	116	104	71	169	188	101	108	109	138	117	47	131	180	109	10	0	0	0	0	0	0
ACZ81_RS02450		hypothetical protein	WP_014975544.1		259	604	140	113	475	1108	973	1853	7272	177	171	211	2495	2030	1280	294	339	1067	757	404	777	682	392	436	141	602	595	625	63	0	0	0	0	0	0
ACZ81_RS02455		transporter substrate-binding domain-containing protein	WP_061439318.1		423	502	158	91	341	1005	852	1576	4650	129	210	142	1325	1588	915	339	413	744	520	512	483	462	356	369	139	528	560	601	35	0	0	0	0	0	0
ACZ81_RS02460		alginate export family protein	WP_061439320.1		1563	921	363	158	481	841	1175	2606	3031	306	133	149	1684	951	533	330	201	437	324	491	393	289	330	187	277	419	722	254	0	0	0	0	0	0	0
ACZ81_RS02465		divalent metal cation transporter	WP_039225017.1		251	206	101	48	151	431	239	630	523	101	107	102	284	210	142	110	120	244	187	161	128	146	85	96	69	129	167	83	0	0	0	0	0	0	0
ACZ81_RS02470		hypothetical protein	WP_232375987.1		3720	2357	1102	350	722	1751	1523	2557	2576	776	429	157	723	1059	629	339	305	240	313	514	263	259	234	236	392	294	313	154	0	0	0	0	0	0	0
ACZ81_RS02475		serine hydroxymethyltransferase	WP_061439323.1		1924	2616	1304	406	1103	2857	587	2829	1382	3363	2728	1555	20719	1781	1182	2145	1651	8078	6652	5632	3046	2582	7386	7786	3957	9456	6708	12090	0	0	1	0	0	0	0
ACZ81_RS02480		LysR family transcriptional regulator	WP_014978205.1		538	359	191	60	155	430	215	349	365	332	152	145	608	227	113	174	136	323	229	424	136	87	216	158	206	185	193	286	0	0	0	0	0	0	0
ACZ81_RS02485		alkylphosphonate utilization protein	WP_014948132.1		232	281	104	53	300	445	241	499	728	133	64	88	535	242	164	87	60	221	278	178	228	172	161	153	105	145	222	143	95	0	0	0	0	0	0
ACZ81_RS02490		GNAT family N-acetyltransferase	WP_061439325.1		74	106	50	39	168	183	112	378	453	69	39	88	246	163	84	14	27	218	165	107	176	150	134	144	36	147	131	117	15	0	0	0	0	0	0
ACZ81_RS02495		GNAT family N-acetyltransferase	WP_061486917.1		269	425	215	170	409	836	344	869	1616	151	149	141	656	457	285	147	72	448	475	316	446	373	308	388	104	366	338	364	0	0	0	0	0	0	0
ACZ81_RS02500		YnfA family protein	WP_157160426.1		527	592	239	179	263	848	360	751	1001	180	176	147	494	466	278	187	149	452	345	464	261	209	238	214	161	399	370	380	0	0	0	0	0	0	0
ACZ81_RS02505		hypothetical protein	WP_014948136.1		558	851	328	138	307	1077	412	1024	1301	276	307	154	632	532	352	241	186	445	513	972	432	379	379	476	430	473	422	345	0	0	0	0	0	0	0
ACZ81_RS02510		hypothetical protein	WP_232375988.1		184	317	71	40	187	608	170	437	651	115	83	62	332	282	166	125	48	214	260	298	199	178	161	198	100	198	137	112	0	0	0	0	0	0	0
ACZ81_RS02515		hypothetical protein	WP_061439332.1		69	81	23	25	77	209	32	150	138	31	36	43	93	51	61	33	35	65	41	74	57	35	29	42	34	44	77	55	0	0	0	0	0	0	0
ACZ81_RS02520		hypothetical protein	WP_061439334.1		85	62	26	39	142	322	59	248	339	51	45	51	91	80	50	42	48	129	140	82	90	89	67	117	38	104	137	112	0	0	0	0	0	0	0
ACZ81_RS02525		hypothetical protein	WP_061439335.1		200	96	44	17	109	318	103	288	643	68	50	70	250	192	134	58	76	239	190	50	162	157	143	199	29	148	122	104	0	0	0	0	0	0	0
ACZ81_RS02535		hypothetical protein	WP_061439338.1		743	987	267	342	1119	2500	669	2100	4445	351	303	325	2429	1571	1118	428	309	1654	1541	492	1387	1104	1009	1127	214	1102	1075	1171	0	0	0	0	0	0	0
ACZ81_RS02540		IS110 family transposase	WP_061439340.1		130	165	138	14	93	249	122	257	409	68	56	37	225	109	70	53	64	114	124	124	86	91	92	98	48	116	130	94	0	0	0	0	0	0	0
ACZ81_RS02545		hypothetical protein	WP_061439342.1		174	128	62	28	151	286	123	302	532	71	49	63	237	169	101	81	64	110	130	209	117	87	106	89	70	105	121	89	0	0	0	0	0	0	0
ACZ81_RS02550		hypothetical protein	WP_061439344.1		519	361	199	93	335	588	235	777	1004	149	122	110	647	316	239	154	133	302	265	299	247	244	226	196	101	331	246	229	0	0	0	0	0	0	0
ACZ81_RS02555		IS110 family transposase	WP_061439346.1		448	424	166	107	329	677	235	730	1502	127	134	118	784	461	284	160	97	330	297	295	238	237	224	320	183	223	200	276	8	0	0	0	0	0	0
ACZ81_RS02560		hypothetical protein	WP_061439348.1		34	37	27	6	55	73	17	58	162	12	9	15	45	47	25	11	8	32	41	58	37	28	29	16	11	19	15	31	9	0	0	0	0	0	0
ACZ81_RS02565		DUF6429 family protein	WP_044056436.1		120	193	67	50	120	342	125	241	508	51	77	58	293	208	101	86	49	150	142	118	121	142	106	126	41	140	145	161	0	0	0	0	0	0	0
ACZ81_RS02580		hypothetical protein	WP_061439353.1		59	53	20	10	52	185	58	131	296	22	24	7	81	83	27	24	24	68	40	48	65	53	61	60	27	49	49	38	0	0	0	0	0	0	0
ACZ81_RS02585		hypothetical protein	WP_012518669.1		78	62	27	11	112	80	43	32	95	65	19	22	59	34	21	26	17	13	24	87	56	53	22	44	19	25	21	30	187	0	0	0	0	0	0
ACZ81_RS02590		type II toxin-antitoxin system RelE/ParE family toxin	WP_061439355.1		428	367	212	185	329	770	310	431	515	319	144	143	288	137	86	95	77	134	196	254	173	122	130	93	83	68	82	79	310	0	0	0	0	0	0
ACZ81_RS02610		hypothetical protein	WP_061439362.1		164	171	43	25	84	275	132	228	389	51	62	55	157	123	115	56	48	182	106	165	118	99	85	154	110	83	124	94	0	0	0	0	0	0	0
ACZ81_RS02615		hypothetical protein	WP_061439364.1		192	222	61	49	163	349	141	228	351	57	56	50	257	172	121	121	58	166	161	191	168	122	94	108	89	155	162	113	0	0	0	0	0	0	0
ACZ81_RS02620		hypothetical protein	WP_061439367.1		70	53	21	4	37	123	73	153	314	11	19	31	158	70	54	23	28	129	95	86	68	56	70	43	34	73	96	61	0	0	0	0	0	0	0
ACZ81_RS02625		hypothetical protein	WP_041656222.1		208	179	82	73	183	463	161	357	630	53	73	56	305	280	196	91	79	280	177	189	167	166	203	162	153	177	212	251	0	0	0	0	0	0	0
ACZ81_RS02635		hypothetical protein	WP_061439370.1		340	198	63	69	201	345	249	286	297	139	74	51	145	317	145	146	148	197	161	386	136	111	104	97	130	126	141	83	0	0	0	0	0	0	0
ACZ81_RS02640		integron integrase	WP_061439372.1		12	20	13	0	11	69	7	151	79	8	11	17	31	22	19	19	27	19	18	20	15	10	9	17	15	19	43	17	45	0	0	0	0	0	0
ACZ81_RS02645	fadA	acetyl-CoA C-acyltransferase FadA	WP_061439374.1		4691	6136	1391	979	3946	10060	3816	8136	20981	1705	1879	1970	14766	7296	4603	1783	1414	9183	4644	2903	4393	3651	5320	5347	1623	7563	7212	10780	1895	3	0	0	0	0	0
ACZ81_RS02650	fadB	fatty acid oxidation complex subunit alpha FadB	WP_061439376.1		10615	20902	5623	3762	13402	26581	6486	27741	65134	5534	5147	4864	54821	20452	12458	3121	2713	20999	12606	3623	11351	9285	15643	14176	1810	15460	16087	24729	2924	1	3	0	0	0	0
ACZ81_RS02655		transglycosylase SLT domain-containing protein	WP_061439378.1		4749	4761	2234	1250	4197	9979	4560	7858	13400	2384	2323	2235	5754	4550	2762	2458	1951	5524	3901	5692	3199	2748	3131	3229	3277	4977	5017	5212	278	0	0	0	0	0	0
ACZ81_RS02660	pepQ	Xaa-Pro dipeptidase	WP_014948148.1		3293	3037	1333	655	2197	5347	2793	4960	8486	1433	1023	1409	4429	3364	1909	1347	1069	4217	3164	3034	2845	2243	2464	2260	1837	2955	3100	3074	376	0	0	0	0	0	0
ACZ81_RS02665		divalent cation transporter	WP_061439380.1		186	249	184	29	136	372	363	506	583	74	87	72	224	344	255	121	133	424	304	531	249	161	96	125	153	261	216	268	6	0	0	0	0	0	0
ACZ81_RS02670	ispB	octaprenyl diphosphate synthase	WP_014948150.1		1149	1168	690	212	1190	1678	1156	4442	3803	535	200	269	2527	1325	796	607	471	1421	1108	1433	904	720	851	753	980	1510	1450	1121	1054	0	0	0	0	0	0
ACZ81_RS02675	rplU	50S ribosomal protein L21	WP_012517169.1		4935	6259	3672	2128	11996	15151	12428	28346	33188	2677	987	1797	12795	10506	7157	5326	3854	12173	13140	21907	9236	8041	10341	7599	12471	8085	9491	5447	64216	0	0	0	0	0	0
ACZ81_RS02680	rpmA	50S ribosomal protein L27	WP_012517170.1		4781	5487	2168	1647	8742	12727	9984	18893	16112	2188	1024	1713	9613	8601	6051	4011	3016	10789	8416	18809	6528	5007	6168	4970	8936	7192	9371	5628	37418	0	0	0	0	0	0
